pnu,floor,year_approval,area_exclusive,price
11305101001,4,2003,40.29,140000000.0
11305101001,4,1998,46.51,148000000.0
11305101001,4,2007,48.02,155000000.0
11305101001,4,2008,42.2,136000000.0
11305101001,4,2009,71.35,183400000.0
11305102001,4,2016,51.45,232000000.0
11305102001,4,2003,69.6,226000000.0
11305102001,4,2016,52.69,216000000.0
11305103001,4,2016,36.45,171000000.0
11305103001,4,2001,49.87,150000000.0
11305103001,4,2012,38.4,140000000.0
11305103001,4,2003,62.3,210000000.0
11305103001,4,1993,38.25,100000000.0
11305103001,4,2014,46.19,195000000.0
11305103001,4,2017,45.71,234000000.0
11305103001,4,2003,54.84,140000000.0
11305103001,4,2016,29.87,176000000.0
11305103001,4,2013,48.43,191500000.0
11305103001,4,1996,41.85,125000000.0
11320105001,4,2010,43.3,179500000.0
11320105001,4,2005,54.0,197000000.0
11320105001,4,2017,29.78,163500000.0
11320105001,4,2017,29.76,158000000.0
11320105001,4,2017,29.6,150000000.0
11320105001,4,2008,48.9,145000000.0
11320105001,4,1995,53.31,140000000.0
11320106001,4,2002,54.81,153500000.0
11320106001,4,2016,51.29,231000000.0
11320106001,4,1998,47.58,120000000.0
11320107001,4,2003,35.64,99000000.0
11320107001,4,2008,32.83,200000000.0
11320107001,4,2012,56.41,205000000.0
11320107001,4,1993,29.91,85500000.0
11320107001,4,1993,33.3,85000000.0
11320107001,4,1992,50.64,134000000.0
11320107001,4,2003,46.73,158000000.0
11320107001,4,1993,39.54,120000000.0
11320107001,4,2007,62.98,190000000.0
11320107001,4,2016,55.38,262000000.0
11320107001,4,2016,56.98,265000000.0
11320107001,4,2016,54.3,270000000.0
11320108001,4,1995,33.96,120000000.0
11320108001,4,2001,57.93,155000000.0
11320108001,4,1999,57.28,182000000.0
11320108001,4,2012,36.58,120000000.0
11320108001,4,2001,47.54,150000000.0
11320108001,4,2015,54.74,240000000.0
11320108001,4,2013,41.47,169000000.0
11320108001,4,2000,46.72,122500000.0
11320108001,4,2016,28.95,192000000.0
11350102001,4,2008,32.16,134500000.0
11350102001,4,2003,20.63,90000000.0
11350103001,4,2016,22.19,140000000.0
11350103001,4,2016,24.14,154000000.0
11350103001,4,2016,23.73,150000000.0
11350103001,4,1993,57.41,193000000.0
11350103001,4,2005,72.25,313880000.0
11350103001,4,2005,72.25,313880000.0
11350103001,4,2009,49.65,170500000.0
11350103001,4,2003,61.82,227000000.0
11350105001,4,2002,58.32,225000000.0
11350105001,4,1995,42.51,113000000.0
11350105001,4,1991,35.5,110000000.0
11350105001,4,2010,33.6,105000000.0
11350105001,4,2011,28.06,115000000.0
11350105001,4,1994,49.99,180000000.0
11350105001,4,1998,70.17,195000000.0
11350105001,4,2002,43.87,152500000.0
11350106001,4,2003,60.84,207000000.0
11350106001,4,2009,74.11,225000000.0
11380101001,4,1991,41.52,237880000.0
11380101001,4,2005,38.05,190000000.0
11380102001,4,2003,50.55,181000000.0
11380102001,4,1993,36.72,118000000.0
11380102001,4,2011,51.21,213000000.0
11380102001,4,1995,51.3,163000000.0
11380102001,4,2000,65.98,180000000.0
11380102001,4,2014,29.48,175000000.0
11380102001,4,2000,53.55,174500000.0
11380102001,4,1994,32.46,105000000.0
11380103001,4,2005,68.03,240000000.0
11380103001,4,2014,58.97,370000000.0
11380103001,4,2002,60.13,165000000.0
11380103001,4,2002,63.78,203000000.0
11380103001,4,2002,63.78,200000000.0
11380103001,4,1998,73.17,250000000.0
11380103001,4,2012,58.93,240000000.0
11380103001,4,2010,54.97,245000000.0
11380103001,4,1997,49.2,155000000.0
11380103001,4,1991,34.68,120000000.0
11380103001,4,2011,51.69,210000000.0
11380103001,4,2001,50.48,138000000.0
11380103001,4,2016,39.71,225000000.0
11380103001,4,2016,34.59,235000000.0
11380103001,4,2010,39.24,190000000.0
11380104001,4,1992,82.22,152000000.0
11380104001,4,2017,29.14,244000000.0
11380104001,4,2003,69.29,185000000.0
11380104001,4,2014,29.88,146700000.0
11380104001,4,2002,67.7,247000000.0
11380104001,4,2012,26.32,150000000.0
11380104001,4,2012,36.11,183000000.0
11380104001,4,2012,36.11,194000000.0
11380104001,4,2013,37.18,159000000.0
11380104001,4,1991,59.54,180000000.0
11380104001,4,1994,50.76,152000000.0
11380104001,4,1996,45.11,117000000.0
11380104001,4,2001,71.91,210000000.0
11380104001,4,2012,57.49,200000000.0
11380104001,4,2002,36.05,145000000.0
11380104001,4,2010,42.29,180000000.0
11380104001,4,2013,52.05,265000000.0
11380105001,4,2000,47.67,162000000.0
11380105001,4,2000,56.92,182500000.0
11380105001,4,2009,60.87,235000000.0
11380105001,4,2003,73.68,245000000.0
11380105001,4,2002,63.94,207000000.0
11380105001,4,2017,45.92,333000000.0
11380105001,4,2017,47.94,348000000.0
11380105001,4,2014,55.6,254000000.0
11380105001,4,2015,28.78,174000000.0
11380105001,4,2004,58.74,186000000.0
11380105001,4,2003,66.12,237000000.0
11380105001,4,2000,75.56,209000000.0
11380105001,4,2008,68.62,264500000.0
11380105001,4,2012,48.64,163000000.0
11380106001,4,2005,70.28,294000000.0
11380106001,4,2002,84.16,265000000.0
11380106001,4,2014,27.79,197000000.0
11380106001,4,2002,39.75,120000000.0
11380107001,4,2011,44.76,195000000.0
11380107001,4,1993,34.8,99000000.0
11380107001,4,2009,60.21,195000000.0
11380107001,4,2002,48.84,173860000.0
11380107001,4,2001,57.21,212000000.0
11380107001,4,1994,50.98,148000000.0
11380107001,4,2002,49.45,165000000.0
11380107001,4,2012,51.78,173000000.0
11380107001,4,1996,59.43,150000000.0
11380107001,4,1993,88.06,250000000.0
11380107001,4,2002,80.16,225000000.0
11380107001,4,2014,31.85,160000000.0
11380107001,4,2009,65.48,255000000.0
11380107001,4,2011,59.22,245000000.0
11380107001,4,2003,48.51,160000000.0
11380108001,4,2002,45.84,143000000.0
11380108001,4,2012,29.74,162000000.0
11380108001,4,2010,61.39,255000000.0
11380108001,4,1998,49.61,165000000.0
11380108001,4,2002,50.92,120000000.0
11380108001,4,2011,51.23,195000000.0
11380108001,4,2001,84.39,180000000.0
11380108001,4,2009,59.64,237000000.0
11380108001,4,2001,73.59,233000000.0
11380108001,4,2015,46.02,265000000.0
11380108001,4,2016,48.36,279000000.0
11380108001,4,2008,55.47,208000000.0
11380108001,4,2011,41.57,200000000.0
11380109001,4,2001,58.56,190000000.0
11380109001,4,1992,110.91,365000000.0
11380109001,4,2002,65.66,232000000.0
11380109001,4,2010,58.51,175000000.0
11380109001,4,1996,34.08,113000000.0
11380109001,4,2001,57.53,160000000.0
11380109001,4,2012,35.72,180000000.0
11380109001,4,2014,46.87,257000000.0
11380110001,4,2003,47.13,160000000.0
11380110001,4,2002,30.42,170000000.0
11380110001,4,2002,33.66,180000000.0
11380110001,4,2001,55.44,225000000.0
11380110001,4,1997,52.07,210000000.0
11380110001,4,2002,76.27,366000000.0
11380110001,4,2003,47.97,256000000.0
11410102001,4,1996,93.83,493000000.0
11410102001,4,2002,74.98,402000000.0
11410110001,4,1994,61.2,363000000.0
11410110001,4,2001,62.88,416500000.0
11410111001,4,2015,47.83,250000000.0
11410111001,4,2002,111.75,445500000.0
11410111001,4,2002,59.79,188000000.0
11410116001,4,2004,59.62,230000000.0
11410116001,4,2004,64.82,250000000.0
11410117001,4,2001,77.71,279000000.0
11410117001,4,2006,65.35,134000000.0
11410117001,4,2006,32.22,68000000.0
11410117001,4,2006,88.76,181000000.0
11410117001,4,2004,60.11,110000000.0
11410117001,4,2004,49.09,89000000.0
11410117001,4,2004,70.59,129000000.0
11410117001,4,2004,113.59,580000000.0
11410118001,4,2015,24.34,160000000.0
11410118001,4,1997,65.49,240000000.0
11410118001,4,2010,53.13,220000000.0
11410119001,4,2012,40.1,160000000.0
11410119001,4,2015,47.22,235000000.0
11410119001,4,2015,29.47,160000000.0
11410119001,4,1993,59.61,180000000.0
11410119001,4,2016,29.74,262000000.0
11410119001,4,1996,82.6,194000000.0
11410119001,4,2003,77.36,300000000.0
11410119001,4,2011,51.93,245000000.0
11410119001,4,2013,59.94,290000000.0
11410119001,4,2002,43.52,140000000.0
11410119001,4,2006,32.4,200000000.0
11410120001,4,2000,52.87,120000000.0
11410120001,4,1991,63.13,185500000.0
11410120001,4,2002,56.14,239750000.0
11440101001,4,2007,49.21,265000000.0
11440101001,4,1993,59.67,200000000.0
11440102001,4,2003,57.5,300000000.0
11440102001,4,2002,56.82,583000000.0
11440102001,4,2006,60.31,630000000.0
11440102001,4,2016,46.24,420000000.0
11440103001,4,2004,51.74,295000000.0
11440104001,4,2010,28.3,230000000.0
11440111001,4,2016,34.06,340000000.0
11440111001,4,2017,29.83,269000000.0
11440114001,4,2004,67.17,305000000.0
11440114001,4,1994,49.2,200000000.0
11440115001,4,1991,60.21,285000000.0
11440115001,4,2008,34.34,299000000.0
11440120001,4,2002,70.65,360000000.0
11440120001,4,2014,31.14,268000000.0
11440120001,4,2014,25.62,240000000.0
11440123001,4,1994,48.05,257000000.0
11440123001,4,2008,33.04,200000000.0
11440123001,4,2007,30.42,186000000.0
11440123001,4,2008,54.6,277500000.0
11440123001,4,2002,39.48,190000000.0
11440123001,4,2002,76.04,338000000.0
11440124001,4,2010,69.35,370000000.0
11440125001,4,2001,75.5,305000000.0
11440125001,4,2013,53.49,363000000.0
11440125001,4,2008,71.1,380000000.0
11440125001,4,2015,72.1,380000000.0
11440125001,4,2013,49.0,250000000.0
11440125001,4,2002,67.68,297000000.0
11440125001,4,2002,76.53,360000000.0
11440125001,4,2012,51.63,335650000.0
11440125001,4,2008,35.96,180000000.0
11440125001,4,2008,35.47,180000000.0
11440126001,4,1998,92.6,360000000.0
11470101001,4,2016,29.4,259000000.0
11470101001,4,2012,34.6,227000000.0
11470101001,4,1992,54.53,176000000.0
11470101001,4,2002,54.27,229000000.0
11470101001,4,2002,73.47,250000000.0
11470101001,4,2015,46.97,280000000.0
11470101001,4,2017,29.25,174000000.0
11470101001,4,1993,41.92,147000000.0
11470101001,4,1994,59.04,230000000.0
11470101001,4,2002,51.54,205000000.0
11470101001,4,2002,45.42,170000000.0
11470101001,4,2002,55.92,196000000.0
11470102001,4,2002,30.21,120000000.0
11470102001,4,2001,59.38,200000000.0
11470102001,4,2016,51.98,314000000.0
11470102001,4,2007,46.05,176000000.0
11470102001,4,2012,47.82,239000000.0
11470102001,4,2017,27.3,166000000.0
11470102001,4,2017,26.37,157000000.0
11470102001,4,2017,26.3,160000000.0
11470102001,4,2017,29.87,177000000.0
11470102001,4,2015,35.28,255000000.0
11470103001,4,2013,59.12,195000000.0
11470103001,4,2017,49.05,225000000.0
11470103001,4,2003,68.58,190000000.0
11470103001,4,2013,31.58,140000000.0
11470103001,4,2002,50.17,123500000.0
11470103001,4,1994,39.41,80000000.0
11470103001,4,2012,38.62,162000000.0
11500102001,4,2001,48.48,190000000.0
11500102001,4,2008,50.77,220000000.0
11500102001,4,2015,37.58,240000000.0
11500102001,4,1991,41.91,178000000.0
11500102001,4,2017,40.62,193000000.0
11500103001,4,2010,60.09,216000000.0
11500103001,4,2015,37.94,195000000.0
11500103001,4,2011,21.82,65000000.0
11500103001,4,2007,36.1,135000000.0
11500103001,4,2002,42.37,100000000.0
11500103001,4,2012,39.21,160000000.0
11500103001,4,2001,58.05,145000000.0
11500103001,4,2011,29.77,133000000.0
11500103001,4,2003,63.67,193000000.0
11500103001,4,2001,43.52,160000000.0
11500103001,4,2001,60.03,210000000.0
11500103001,4,1995,49.17,165000000.0
11500103001,4,2000,47.6,155000000.0
11500103001,4,2000,44.01,170000000.0
11500103001,4,2002,54.5,190000000.0
11500103001,4,1993,43.42,150000000.0
11500103001,4,2002,53.49,142000000.0
11500103001,4,2003,64.87,200000000.0
11500103001,4,2007,68.85,185000000.0
11500103001,4,2003,57.87,190000000.0
11500103001,4,2002,27.77,115000000.0
11500103001,4,1994,41.13,135000000.0
11500103001,4,2002,44.98,151000000.0
11500103001,4,2002,64.17,215000000.0
11500103001,4,2014,39.05,211000000.0
11500103001,4,1994,40.81,117000000.0
11500103001,4,2003,69.92,200000000.0
11500103001,4,2016,38.31,240000000.0
11500103001,4,2011,28.04,130000000.0
11500103001,4,2008,54.6,195000000.0
11500103001,4,2002,53.37,160000000.0
11500103001,4,1996,61.51,185000000.0
11500103001,4,2014,38.35,180000000.0
11500103001,4,2011,53.23,198500000.0
11500103001,4,2001,60.86,180000000.0
11500103001,4,2009,67.95,229000000.0
11500103001,4,2009,50.35,180000000.0
11500103001,4,1997,78.96,194000000.0
11500103001,4,2012,42.94,205000000.0
11500103001,4,1999,53.9,150000000.0
11500103001,4,2006,69.31,250000000.0
11500103001,4,2003,33.21,130000000.0
11500103001,4,2012,44.87,226000000.0
11500103001,4,2012,39.37,155000000.0
11500103001,4,1991,43.92,140000000.0
11500103001,4,2012,43.38,200000000.0
11500103001,4,2011,34.06,155000000.0
11500103001,4,2008,50.5,183000000.0
11500103001,4,2008,40.88,141000000.0
11500103001,4,2009,40.17,177500000.0
11500103001,4,2007,36.97,165000000.0
11500103001,4,2003,66.47,240000000.0
11500103001,4,2008,49.68,192000000.0
11500103001,4,2002,64.24,200000000.0
11500103001,4,2002,70.42,230000000.0
11500103001,4,2002,76.99,245000000.0
11500103001,4,2003,59.49,165000000.0
11500103001,4,2014,30.12,185000000.0
11500103001,4,2011,38.72,190000000.0
11500103001,4,2013,38.59,185000000.0
11500104001,4,2002,41.55,195000000.0
11500104001,4,1998,59.11,345000000.0
11500106001,4,1995,36.84,135000000.0
11500106001,4,2006,64.39,250000000.0
11500106001,4,2012,33.38,220000000.0
11500106001,4,2011,36.97,229000000.0
11500106001,4,2003,42.66,200000000.0
11500106001,4,2003,42.66,200000000.0
11500108001,4,2004,71.61,195000000.0
11500109001,4,2002,60.24,194000000.0
11500109001,4,2002,59.21,245000000.0
11500109001,4,2014,21.6,131500000.0
11500109001,4,2014,13.5,98500000.0
11500109001,4,2003,52.2,270000000.0
11530102001,4,2014,55.36,285000000.0
11530102001,4,1997,48.67,152000000.0
11530103001,4,2017,28.52,220000000.0
11530103001,4,2006,57.01,212500000.0
11530103001,4,2005,59.92,215000000.0
11530106001,4,2017,42.41,199500000.0
11530106001,4,2017,54.88,247500000.0
11530106001,4,2017,44.25,206000000.0
11530106001,4,1992,59.58,167000000.0
11530106001,4,2002,41.96,148500000.0
11530106001,4,2012,51.08,268000000.0
11530106001,4,2016,48.75,280000000.0
11530107001,4,2012,39.75,158000000.0
11530107001,4,2017,57.58,233500000.0
11530107001,4,2017,57.56,233500000.0
11530107001,4,2001,67.29,172000000.0
11530107001,4,2001,50.07,150000000.0
11530107001,4,2002,42.96,125000000.0
11530107001,4,2017,41.48,227400000.0
11530107001,4,2014,44.41,195000000.0
11530107001,4,2017,40.2,219000000.0
11530107001,4,2002,59.47,178000000.0
11530107001,4,2015,46.72,193000000.0
11530107001,4,2012,53.75,245000000.0
11530107001,4,2013,48.54,226000000.0
11530107001,4,2012,51.36,210000000.0
11530107001,4,2001,44.18,180000000.0
11530107001,4,2002,49.12,172000000.0
11530107002,4,1991,59.1,130000000.0
11530108001,4,2005,22.82,67000000.0
11530108001,4,2003,70.1,210000000.0
11530109001,4,2011,72.12,252000000.0
11530109001,4,1996,59.22,183000000.0
11530109001,4,2010,47.47,185000000.0
11530110001,4,2011,40.53,230000000.0
11545101001,4,1997,58.8,185000000.0
11545101001,4,1991,60.54,180000000.0
11545102001,4,2014,34.55,194000000.0
11545102001,4,2004,60.44,211000000.0
11545102001,4,1995,33.74,109000000.0
11545102001,4,2011,46.19,175000000.0
11545102001,4,2011,29.76,150000000.0
11545102001,4,2008,55.05,180000000.0
11545102001,4,2003,55.94,220000000.0
11545102001,4,2012,68.9,227000000.0
11545102001,4,2005,56.84,235000000.0
11545103001,4,2002,112.29,280000000.0
11545103001,4,2013,45.86,192000000.0
11545103001,4,2014,54.36,192000000.0
11545103001,4,1996,77.88,240000000.0
11545103001,4,2014,47.07,200000000.0
11545103001,4,1994,59.64,170000000.0
11545103001,4,2016,81.59,320000000.0
11545103001,4,2002,68.96,209000000.0
11560103001,4,2015,61.08,350000000.0
11560108001,4,1992,66.06,240000000.0
11560111001,4,2016,24.36,215000000.0
11560111001,4,2016,25.94,225000000.0
11560117001,4,2016,32.84,330000000.0
11560118001,4,1991,40.2,161000000.0
11560118001,4,2006,59.1,170000000.0
11560128001,4,2010,29.38,170000000.0
11560129001,4,2017,28.9,271000000.0
11560130001,4,2003,73.04,284000000.0
11560130001,4,2003,73.04,289000000.0
11560132001,4,1997,27.09,232000000.0
11560132001,4,2002,58.77,278800000.0
11560132001,4,1996,35.52,244670000.0
11560133001,4,2003,84.48,260000000.0
11590101001,4,1996,58.03,225000000.0
11590101001,4,1993,57.69,320000000.0
11590101001,4,1994,46.84,273000000.0
11590102001,4,2016,48.34,310000000.0
11590102001,4,2014,41.4,233000000.0
11590102001,4,2016,16.71,161000000.0
11590102001,4,2016,25.22,162000000.0
11590102001,4,1993,66.9,229000000.0
11590102001,4,2011,29.64,199000000.0
11590102001,4,2016,48.33,258500000.0
11590102001,4,2016,48.67,261000000.0
11590102001,4,2001,56.51,192000000.0
11590102001,4,1997,74.91,250000000.0
11590102001,4,2014,29.94,190000000.0
11590102001,4,2005,74.32,250000000.0
11590102001,4,2002,53.62,250000000.0
11590102001,4,2012,14.31,110000000.0
11590102001,4,2012,14.38,120000000.0
11590102001,4,2016,58.93,400000000.0
11590102001,4,2013,55.77,318000000.0
11590102001,4,2002,67.6,285000000.0
11590102001,4,2014,64.59,310000000.0
11590105001,4,1993,42.03,316000000.0
11590107001,4,2007,61.54,285000000.0
11590107001,4,2008,47.88,240000000.0
11590107001,4,1996,63.96,284000000.0
11590107001,4,2008,55.34,285000000.0
11590107001,4,1991,55.51,205000000.0
11590107001,4,2015,53.71,369000000.0
11590107001,4,2008,46.35,258000000.0
11590107001,4,2016,46.18,340000000.0
11590107001,4,2002,41.46,218000000.0
11590107001,4,2004,58.9,290000000.0
11590107001,4,2009,26.47,150000000.0
11590107001,4,2009,73.2,420000000.0
11590107001,4,2009,65.04,390000000.0
11590107001,4,2014,40.62,319000000.0
11590107001,4,2000,49.35,236970000.0
11590107001,4,2000,46.17,225060000.0
11590107001,4,2007,70.18,370000000.0
11590108001,4,2002,81.78,255000000.0
11590108001,4,2013,53.53,370000000.0
11590108001,4,2013,28.91,140000000.0
11590108001,4,2002,84.21,277000000.0
11590108001,4,2015,41.62,302500000.0
11590109001,4,2013,51.57,335000000.0
11590109001,4,2004,76.05,312000000.0
11590109001,4,2014,14.56,127000000.0
11620101001,4,2004,93.33,320000000.0
11620101001,4,2003,76.43,247000000.0
11620101001,4,2013,29.46,171000000.0
11620101001,4,1991,35.96,160000000.0
11620101001,4,1995,39.26,200000000.0
11620101001,4,1996,44.73,200000000.0
11620101001,4,1995,60.06,246000000.0
11620101001,4,2004,46.84,240000000.0
11620101001,4,2006,84.49,330000000.0
11620101001,4,2001,58.14,218500000.0
11620101001,4,2013,35.77,295000000.0
11620101001,4,2001,62.76,230000000.0
11620101001,4,1993,45.45,188500000.0
11620101001,4,2014,57.15,280000000.0
11620101001,4,2003,61.99,293000000.0
11620101001,4,2013,38.88,240000000.0
11620101001,4,2004,41.94,210000000.0
11620101001,4,2004,51.55,235000000.0
11620102001,4,2002,64.11,232000000.0
11620102001,4,2001,55.5,240000000.0
11620102001,4,2017,28.29,232000000.0
11620102001,4,2017,29.64,230000000.0
11620102001,4,2002,45.98,180000000.0
11620102001,4,2001,53.57,115000000.0
11620102001,4,1993,39.69,100000000.0
11620102001,4,2017,57.49,310000000.0
11620102001,4,1997,36.64,112000000.0
11620102001,4,2011,51.48,230000000.0
11620102001,4,2002,61.02,207000000.0
11620102001,4,2012,55.65,220000000.0
11620102001,4,2003,43.84,170000000.0
11620102001,4,2016,39.95,270000000.0
11620102001,4,2014,38.91,240000000.0
11620102001,4,2016,19.53,240000000.0
11620102001,4,2016,41.15,285000000.0
11620102001,4,2017,48.51,325000000.0
11620102001,4,2012,51.36,210000000.0
11620102001,4,2003,59.26,188500000.0
11620103001,4,2015,33.12,277000000.0
11650101001,4,1995,237.59,1325000000.0
11650101001,4,2016,36.9,370000000.0
11650101001,4,2016,29.11,315000000.0
11650101001,4,2007,40.84,282500000.0
11650101001,4,2016,26.67,330000000.0
11650101001,4,2003,94.07,590000000.0
11650101001,4,2015,27.53,265000000.0
11650101001,4,2016,37.69,650000000.0
11650101001,4,1992,71.04,400000000.0
11650101001,4,2014,39.09,370000000.0
11650101001,4,2004,99.66,600000000.0
11650102001,4,1993,59.77,335000000.0
11650102001,4,2015,26.46,240000000.0
11650102001,4,2001,48.36,325000000.0
11650102001,4,1997,57.6,290000000.0
11650102001,4,2017,34.7,385000000.0
11650106001,4,1993,40.51,267000000.0
11650106001,4,2016,26.27,245000000.0
11650107001,4,1994,185.55,1130000000.0
11650107001,4,1992,81.12,620000000.0
11650108001,4,1991,72.6,450000000.0
11650108001,4,1993,66.93,442000000.0
11650108001,4,2002,61.42,450000000.0
11650108001,4,2013,37.81,380000000.0
11680101001,4,2002,68.23,638000000.0
11680101001,4,2002,57.43,536000000.0
11680101001,4,2002,75.66,530000000.0
11680101001,4,2001,73.55,435000000.0
11680101001,4,1991,65.88,350000000.0
11680103001,4,2016,43.5,527000000.0
11680104001,4,2001,52.47,410000000.0
11680106001,4,2001,55.89,570000000.0
11680106001,4,2001,55.89,480000000.0
11680108001,4,2008,50.07,318500000.0
11680108001,4,2001,102.59,650000000.0
11680108001,4,2004,93.13,700000000.0
11680111001,4,2016,95.9,1270000000.0
11680114001,4,2003,60.95,425000000.0
11710101001,4,1994,42.99,245000000.0
11710101001,4,1993,53.7,250000000.0
11710101001,4,2013,23.86,271000000.0
11710101001,4,2013,59.81,410000000.0
11710101001,4,1995,54.36,332000000.0
11710101001,4,2003,64.66,405000000.0
11710101001,4,1995,57.42,235000000.0
11710103001,4,2016,40.24,310000000.0
11710103001,4,2003,43.27,209000000.0
11710103001,4,2015,46.9,340000000.0
11710103001,4,2015,46.9,345000000.0
11710103001,4,2015,46.9,345000000.0
11710104001,4,1994,52.23,231000000.0
11710104001,4,2002,43.53,250000000.0
11710104001,4,2002,43.53,250000000.0
11710104001,4,1993,43.62,280000000.0
11710104001,4,2002,77.28,370000000.0
11710105001,4,2008,59.91,371000000.0
11710105001,4,2006,62.27,386000000.0
11710105001,4,2007,26.18,232000000.0
11710105001,4,2003,74.51,400000000.0
11710105001,4,2016,12.37,257000000.0
11710106001,4,2013,28.47,195000000.0
11710106001,4,2013,26.51,195000000.0
11710106001,4,2013,13.88,190000000.0
11710106001,4,2004,55.4,322500000.0
11710107001,4,2016,27.86,290000000.0
11710107001,4,2016,18.06,150000000.0
11710107001,4,2016,29.91,350000000.0
11710108001,4,2017,39.23,320000000.0
11710108001,4,2007,41.51,260000000.0
11710108001,4,2017,55.68,350000000.0
11710108001,4,2001,50.89,240000000.0
11710108001,4,2016,39.63,363000000.0
11710108001,4,2004,45.7,248000000.0
11710108001,4,1993,73.76,390000000.0
11710111001,4,2013,45.6,350280000.0
11710111001,4,2013,18.9,178040000.0
11710111001,4,2013,18.9,178040000.0
11710111001,4,2013,18.9,178040000.0
11710111001,4,2013,18.9,178040000.0
11710111001,4,2000,43.5,245000000.0
11710111001,4,2004,70.69,315000000.0
11710111001,4,2007,58.33,293000000.0
11710111001,4,1994,59.97,260000000.0
11710112001,4,2017,39.08,325000000.0
11710112001,4,1995,54.5,200000000.0
11710112001,4,2017,44.16,330000000.0
11710113001,4,1994,59.96,316500000.0
11710113001,4,2006,31.43,240000000.0
11710114001,4,2002,39.37,168000000.0
11710114001,4,2006,56.96,303000000.0
11710114001,4,2006,33.98,210000000.0
11710114001,4,2006,45.93,330000000.0
11710114001,4,1996,42.75,230000000.0
11740101001,4,2002,41.07,208500000.0
11740101001,4,2002,58.47,268000000.0
11740105001,4,2016,41.95,283000000.0
11740105001,4,2012,38.41,190000000.0
11740105001,4,2012,38.41,190000000.0
11740105001,4,2016,35.71,307000000.0
11740105001,4,2016,37.9,315000000.0
11740106001,4,2017,25.93,205000000.0
11740106001,4,2017,29.99,245000000.0
11740106001,4,2001,72.99,274000000.0
11740107001,4,2016,43.89,215000000.0
11740107001,4,2002,47.34,213000000.0
11740107001,4,2002,47.34,213000000.0
11740107001,4,2016,55.37,268000000.0
11740107001,4,2008,47.6,193000000.0
11740107001,4,2016,33.75,280000000.0
11740107001,4,2013,36.86,185000000.0
11740107001,4,2013,42.31,210000000.0
11740107001,4,2013,50.16,263000000.0
11740107001,4,2012,20.5,140000000.0
11740107001,4,2012,20.5,140000000.0
11740107001,4,2012,19.16,130000000.0
11740107001,4,2012,19.04,130000000.0
11740107001,4,2012,19.04,130000000.0
11740107001,4,2013,52.5,260000000.0
11740108001,4,2015,37.44,236000000.0
11740108001,4,2015,18.08,112000000.0
11740108001,4,2003,81.42,261000000.0
11740108001,4,2004,63.73,292000000.0
11740109001,4,2017,47.0,264500000.0
11740109001,4,2017,52.08,281000000.0
11740109001,4,2003,75.87,278500000.0
11740109001,4,1994,48.7,180000000.0
11740109001,4,2016,43.03,270000000.0
11740109001,4,2017,46.92,249000000.0
11740109001,4,2017,47.88,263500000.0
11740109001,4,2016,36.75,265000000.0
11740109001,4,1993,71.4,280000000.0
11740109001,4,2008,57.57,205000000.0
11740109001,4,1994,70.78,180000000.0
11110111001,5,2003,73.4,590000000.0
11110184001,5,2007,78.94,439500000.0
11140162001,5,2015,47.05,370000000.0
11140162001,5,2003,79.07,330000000.0
11140162001,5,2013,29.79,245000000.0
11170101001,5,2012,18.04,135000000.0
11170101001,5,2000,75.51,390000000.0
11170109001,5,2017,24.68,200000000.0
11170112001,5,2007,60.0,290000000.0
11170119001,5,2008,66.92,335000000.0
11170119001,5,2017,27.32,275000000.0
11170131001,5,2005,47.9,307000000.0
11170136001,5,1998,53.11,575000000.0
11200118001,5,2016,53.26,285000000.0
11215101001,5,2012,22.28,89000000.0
11215101001,5,2012,20.73,74000000.0
11215101001,5,2016,29.99,363000000.0
11215101001,5,2016,36.02,320000000.0
11215101001,5,2017,26.97,220000000.0
11215101001,5,2017,26.24,220000000.0
11215101001,5,2017,28.84,230000000.0
11215101001,5,2017,26.82,220000000.0
11215101001,5,2017,29.83,176500000.0
11215101001,5,2017,29.83,177500000.0
11215101001,5,2016,15.18,191380000.0
11215101001,5,2016,20.7,284380000.0
11215101001,5,2010,68.67,255000000.0
11215101001,5,2016,20.08,220000000.0
11215101001,5,2003,48.7,204000000.0
11215101001,5,2011,72.47,405000000.0
11215103001,5,2008,31.41,190000000.0
11215103001,5,2017,46.56,380000000.0
11215103001,5,2016,72.38,420000000.0
11215103001,5,2016,29.53,270000000.0
11215103001,5,2016,29.53,270000000.0
11215103001,5,2017,28.25,245000000.0
11215103001,5,2017,27.66,245000000.0
11215103001,5,2017,27.34,245000000.0
11215103001,5,2016,36.04,310000000.0
11215104001,5,2016,40.63,350000000.0
11215105001,5,2016,53.8,300000000.0
11215105001,5,2016,44.58,300000000.0
11215105001,5,2016,57.02,400000000.0
11215105001,5,2016,29.94,252000000.0
11215105001,5,2010,29.07,179500000.0
11215105001,5,2010,42.08,200000000.0
11215105001,5,2016,45.94,312000000.0
11215105001,5,2016,59.77,365000000.0
11215105001,5,2017,42.62,360000000.0
11215105001,5,2011,12.17,116000000.0
11230102001,5,2017,59.99,286000000.0
11230102001,5,2017,54.45,261500000.0
11230103001,5,2002,75.06,279500000.0
11230103001,5,2016,22.82,265000000.0
11230104001,5,2009,20.04,106000000.0
11230104001,5,2009,18.45,100000000.0
11230106001,5,2017,55.61,312500000.0
11230106001,5,2017,55.61,312500000.0
11230106001,5,2017,59.5,327500000.0
